customer_id,country
CUST001074,IN
CUST001075,US
CUST001076,CA
CUST001077,UK
CUST001078,AU
CUST001079,IN
CUST001080,US
CUST001081,CA
CUST001082,UK
CUST001083,AU
CUST001084,IN
CUST001085,US
CUST001086,CA
CUST001087,UK
CUST001088,AU
CUST001089,IN
CUST001090,US
CUST001091,CA
CUST001092,UK
CUST001093,AU
CUST001094,IN
CUST001095,US
CUST001096,CA
CUST001097,UK
CUST001098,AU
CUST001099,IN
CUST001100,US
CUST001101,CA
CUST001102,UK
CUST001103,AU
CUST001104,IN
CUST001105,US
CUST001106,CA
CUST001107,UK
CUST001108,AU
CUST001109,IN
CUST001110,US
CUST001111,CA
CUST001112,UK
CUST001113,AU
CUST001114,IN
CUST001115,US
CUST001116,CA
CUST001117,UK
CUST001118,AU
CUST001119,IN
CUST001120,US
CUST001121,CA
CUST001122,UK
CUST001123,AU
CUST001124,IN
CUST001125,US
CUST001126,CA
CUST001127,UK
CUST001128,AU
CUST001129,IN
CUST001130,US
CUST001131,CA
CUST001132,UK
CUST001133,AU
CUST001134,IN
CUST001135,US
CUST001136,CA
CUST001137,UK
CUST001138,AU
CUST001139,IN
CUST001140,US
CUST001141,CA
CUST001142,UK
CUST001143,AU
CUST001144,IN
CUST001145,US
CUST001146,CA
CUST001147,UK
CUST001148,AU
CUST001149,IN
CUST001150,US
CUST001151,CA
CUST001152,UK
CUST001153,AU
CUST001154,IN
CUST001155,US
CUST001156,CA
CUST001157,UK
CUST001158,AU
CUST001159,IN
CUST001160,US
CUST001161,CA
CUST001162,UK
CUST001163,AU
CUST001164,IN
CUST001165,US
CUST001166,CA
CUST001167,UK
CUST001168,AU
CUST001169,IN
CUST001170,US
CUST001171,CA
CUST001172,UK
CUST001173,AU
CUST001174,IN
CUST001175,US
CUST001176,CA
CUST001177,UK
CUST001178,AU
CUST001179,IN
CUST001180,US
CUST001181,CA
CUST001182,UK
CUST001183,AU
CUST001184,IN
CUST001185,US
CUST001186,CA
CUST001187,UK
CUST001188,AU
CUST001189,IN
CUST001190,US
CUST001191,CA
CUST001192,UK
CUST001193,AU
CUST001194,IN
CUST001195,US
CUST001196,CA
CUST001197,UK
CUST001198,AU
CUST001199,IN
CUST001200,US
CUST001201,CA
CUST001202,UK
CUST001203,AU
CUST001204,IN
CUST001205,US
CUST001206,CA
CUST001207,UK
CUST001208,AU
CUST001209,IN
CUST001210,US
CUST001211,CA
CUST001212,UK
CUST001213,AU
CUST001214,IN
CUST001215,US
CUST001216,CA
CUST001217,UK
CUST001218,AU
CUST001219,IN
CUST001220,US
CUST001221,CA
CUST001222,UK
CUST001223,AU
CUST001224,IN
CUST001225,US
CUST001226,CA
CUST001227,UK
CUST001228,AU
CUST001229,IN
CUST001230,US
CUST001231,CA
CUST001232,UK
CUST001233,AU
CUST001234,IN
CUST001235,US
CUST001236,CA
CUST001237,UK
CUST001238,AU
CUST001239,IN
CUST001240,US
CUST001241,CA
CUST001242,UK
CUST001243,AU
CUST001244,IN
CUST001245,US
CUST001246,CA
CUST001247,UK
CUST001248,AU
CUST001249,IN
CUST001250,US
CUST001251,CA
CUST001252,UK
CUST001253,AU
CUST001254,IN
CUST001255,US
CUST001256,CA
CUST001257,UK
CUST001258,AU
CUST001259,IN
CUST001260,US
CUST001261,CA
CUST001262,UK
CUST001263,AU
CUST001264,IN
CUST001265,US
CUST001266,CA
CUST001267,UK
CUST001268,AU
CUST001269,IN
CUST001270,US
CUST001271,CA
CUST001272,UK
CUST001273,AU
CUST001274,IN
CUST001275,US
CUST001276,CA
CUST001277,UK
CUST001278,AU
CUST001279,IN
CUST001280,US
CUST001281,CA
CUST001282,UK
CUST001283,AU
CUST001284,IN
CUST001285,US
CUST001286,CA
CUST001287,UK
CUST001288,AU
CUST001289,IN
CUST001290,US
CUST001291,CA
CUST001292,UK
CUST001293,AU
CUST001294,IN
CUST001295,US
CUST001296,CA
CUST001297,UK
CUST001298,AU
CUST001299,IN
CUST001300,US
CUST001301,CA
CUST001302,UK
CUST001303,AU
CUST001304,IN
CUST001305,US
CUST001306,CA
CUST001307,UK
CUST001308,AU
CUST001309,IN
CUST001310,US
CUST001311,CA
CUST001312,UK
CUST001313,AU
CUST001314,IN
CUST001315,US
CUST001316,CA
CUST001317,UK
CUST001318,AU
CUST001319,IN
CUST001320,US
CUST001321,CA
CUST001322,UK
CUST001323,AU
CUST001324,IN
CUST001325,US
CUST001326,CA
CUST001327,UK
CUST001328,AU
CUST001329,IN
CUST001330,US
CUST001331,CA
CUST001332,UK
CUST001333,AU
CUST001334,IN
CUST001335,US
CUST001336,CA
CUST001337,UK
CUST001338,AU
CUST001339,IN
CUST001340,US
CUST001341,CA
CUST001342,UK
CUST001343,AU
CUST001344,IN
CUST001345,US
CUST001346,CA
CUST001347,UK
CUST001348,AU
CUST001349,IN
CUST001350,US
CUST001351,CA
CUST001352,UK
CUST001353,AU
CUST001354,IN
CUST001355,US
CUST001356,CA
CUST001357,UK
CUST001358,AU
CUST001359,IN
CUST001360,US
CUST001361,CA
CUST001362,UK
CUST001363,AU
CUST001364,IN
CUST001365,US
CUST001366,CA
CUST001367,UK
CUST001368,AU
CUST001369,IN
CUST001370,US
CUST001371,CA
CUST001372,UK
CUST001373,AU
CUST001374,IN
CUST001375,US
CUST001376,CA
CUST001377,UK
CUST001378,AU
CUST001379,IN
CUST001380,US
CUST001381,CA
CUST001382,UK
CUST001383,AU
CUST001384,IN
CUST001385,US
CUST001386,CA
CUST001387,UK
CUST001388,AU
CUST001389,IN
CUST001390,US
CUST001391,CA
CUST001392,UK
CUST001393,AU
CUST001394,IN
CUST001395,US
CUST001396,CA
CUST001397,UK
CUST001398,AU
CUST001399,IN
CUST001400,US
CUST001401,CA
CUST001402,UK
CUST001403,AU
CUST001404,IN
CUST001405,US
CUST001406,CA
CUST001407,UK
CUST001408,AU
CUST001409,IN
CUST001410,US
CUST001411,CA
CUST001412,UK
CUST001413,AU
CUST001414,IN
CUST001415,US
CUST001416,CA
CUST001417,UK
CUST001418,AU
CUST001419,IN
CUST001420,US
CUST001421,CA
CUST001422,UK
CUST001423,AU
CUST001424,IN
CUST001425,US
CUST001426,CA
CUST001427,UK
CUST001428,AU
CUST001429,IN
CUST001430,US
CUST001431,CA
CUST001432,UK
CUST001433,AU
CUST001434,IN
CUST001435,US
CUST001436,CA
CUST001437,UK
CUST001438,AU
CUST001439,IN
CUST001440,US
CUST001441,CA
CUST001442,UK
CUST001443,AU
CUST001444,IN
CUST001445,US
CUST001446,CA
CUST001447,UK
CUST001448,AU
CUST001449,IN
CUST001450,US
CUST001451,CA
CUST001452,UK
CUST001453,AU
CUST001454,IN
CUST001455,US
CUST001456,CA
CUST001457,UK
CUST001458,AU
CUST001459,IN
CUST001460,US
CUST001461,CA
CUST001462,UK
CUST001463,AU
CUST001464,IN
CUST001465,US
CUST001466,CA
CUST001467,UK
CUST001468,AU
CUST001469,IN
CUST001470,US
CUST001471,CA
CUST001472,UK
CUST001473,AU
CUST001474,IN
CUST001475,US
CUST001476,CA
CUST001477,UK
CUST001478,AU
CUST001479,IN
CUST001480,US
CUST001481,CA
CUST001482,UK
CUST001483,AU
CUST001484,IN
CUST001485,US
CUST001486,CA
CUST001487,UK
CUST001488,AU
CUST001489,IN
CUST001490,US
CUST001491,CA
CUST001492,UK
CUST001493,AU
CUST001494,IN
CUST001495,US
CUST001496,CA
CUST001497,UK
CUST001498,AU
CUST001499,IN
CUST001500,US
CUST001501,CA
CUST001502,UK
CUST001503,AU
CUST001504,IN
CUST001505,US
CUST001506,CA
CUST001507,UK
CUST001508,AU
CUST001509,IN
CUST001510,US
CUST001511,CA
CUST001512,UK
CUST001513,AU
CUST001514,IN
CUST001515,US
CUST001516,CA
CUST001517,UK
CUST001518,AU
CUST001519,IN
CUST001520,US
CUST001521,CA
CUST001522,UK
CUST001523,AU
CUST001524,IN
CUST001525,US
CUST001526,CA
CUST001527,UK
CUST001528,AU
CUST001529,IN
CUST001530,US
CUST001531,CA
CUST001532,UK
CUST001533,AU
CUST001534,IN
CUST001535,US
CUST001536,CA
CUST001537,UK
CUST001538,AU
CUST001539,IN
CUST001540,US
CUST001541,CA
CUST001542,UK
CUST001543,AU
CUST001544,IN
CUST001545,US
CUST001546,CA
CUST001547,UK
CUST001548,AU
CUST001549,IN
CUST001550,US
CUST001551,CA
CUST001552,UK
CUST001553,AU
CUST001554,IN
CUST001555,US
CUST001556,CA
CUST001557,UK
CUST001558,AU
CUST001559,IN
CUST001560,US
CUST001561,CA
CUST001562,UK
CUST001563,AU
CUST001564,IN
CUST001565,US
CUST001566,CA
CUST001567,UK
CUST001568,AU
CUST001569,IN
CUST001570,US
CUST001571,CA
CUST001572,UK
CUST001573,AU
CUST001574,IN
CUST001575,US
CUST001576,CA
CUST001577,UK
CUST001578,AU
CUST001579,IN
CUST001580,US
CUST001581,CA
CUST001582,UK
CUST001583,AU
CUST001584,IN
CUST001585,US
CUST001586,CA
CUST001587,UK
CUST001588,AU
CUST001589,IN
